,Set_1_A,MA_A,MB_A,Set_2_A,ATname_A,com_name_A,com_names_A,gene_fam_size_A,med_exp_level_A,max_exp_level_A,sim1_paralog_ks_A,ka_ks_evolve_rate_A,sim2_paralogs_max_perID_A,GO slimes_A,GO terms_A,Set_1_B,MA_B,MB_B,Set_2_B,ATname_B,com_name_B,com_names_B,gene_fam_size_B,med_exp_level_B,max_exp_level_B,sim1_paralog_ks_B,ka_ks_evolve_rate_B,sim2_paralogs_max_perID_B,GO slimes_B,GO terms_B,gene_fam_size_C,sim1_paralog_ks_C,med_exp_ratio_A/B,max_exp_ratio_A/B
21,42,AT3G46290,AT5G59700,42,AT3G46290,herk1,herk1,330.0,93.46613585,152.8463956,0.8611,0.162931135,75.18,"['response to chemical', 'other metabolic processes', 'pollination', 'anatomical structure development', 'signal transduction', 'growth', 'cellular component organization', 'response to external stimulus', 'reproduction', 'cell wall', 'plasma membrane', 'catalytic activity', 'kinase activity', 'cell growth', 'extracellular region', 'transferase activity', 'post-embryonic development', 'other cellular processes', 'response to endogenous stimulus', 'protein binding', 'other cellular components']","['plasma membrane', 'plasma membrane', 'regulation of unidimensional cell growth', 'filiform apparatus', 'protein kinase activity', 'unidimensional cell growth', 'plasma membrane', 'protein autophosphorylation', 'protein binding', 'protein binding', 'plasma membrane', 'pollen tube guidance', 'extracellular region', 'brassinosteroid mediated signaling pathway', 'post-embryonic development', 'kinase activity', 'response to brassinosteroid', 'protein kinase activity', 'protein binding', 'pollen tube reception', 'plasma membrane', 'plasmodesma']",42,AT3G46290,AT5G59700,42,AT5G59700,AT5G59700,at5g59700,330.0,25.49965507,130.5952773,0.8611,0.162931135,75.18,"['other cellular processes', 'other metabolic processes', 'response to external stimulus', 'response to chemical', 'reproduction', 'pollination', 'cell wall', 'plasma membrane', 'protein binding', 'anatomical structure development', 'other cellular components', 'kinase activity', 'catalytic activity', 'extracellular region', 'transferase activity']","['protein autophosphorylation', 'pollen tube reception', 'plasma membrane', 'protein binding', 'pollen tube guidance', 'protein binding', 'extracellular region', 'plasmodesma', 'protein kinase activity', 'filiform apparatus', 'plasma membrane', 'protein binding', 'kinase activity']",330.0,0.8611,3.6653882412692576,1.1703822585321009
22,43,AT1G22190,AT1G78080,43,AT1G22190,rap2.4,rap2.4,6.0,337.210196,1955.39162,1.2723,0.159317771,82.09,"['response to chemical', 'other metabolic processes', 'catabolic process', 'response to biotic stimulus', 'DNA-binding transcription factor activity', 'DNA binding', 'response to abiotic stimulus', 'nucleic acid binding', 'response to external stimulus', 'response to stress', 'secondary metabolic process', 'nucleus', 'lipid metabolic process', 'biosynthetic process', 'post-embryonic development', 'other cellular processes', 'protein binding', 'multicellular organism development', 'nucleobase-containing compound metabolic process']","['negative regulation of seed germination', 'transcription cis-regulatory region binding', 'protein binding', 'response to water deprivation', 'sequence-specific DNA binding', 'nucleus', 'response to fungus', 'response to osmotic stress', 'transcription cis-regulatory region binding', 'gibberellin catabolic process', 'nucleus', 'response to cold', 'nucleus', 'positive regulation of abscisic acid biosynthetic process', 'protein binding', 'sequence-specific DNA binding', 'regulation of DNA-templated transcription', 'protein binding', 'sequence-specific DNA binding', 'DNA-binding transcription factor activity', 'DNA binding']",43,AT1G22190,AT1G78080,43,AT1G78080,atwind1,"atwind1,rap2.4,wind1",6.0,436.1340009,1412.667732,1.2723,0.159317771,83.33,"['response to chemical', 'other cellular processes', 'other metabolic processes', 'response to endogenous stimulus', 'response to light stimulus', 'protein binding', 'DNA-binding transcription factor activity', 'response to stress', 'signal transduction', 'nucleobase-containing compound metabolic process', 'biosynthetic process', 'nucleus', 'DNA binding', 'response to abiotic stimulus', 'nucleic acid binding', 'cell differentiation']","['response to wounding', 'nucleus', 'transcription cis-regulatory region binding', 'response to water deprivation', 'response to osmotic stress', 'nucleus', 'DNA binding', 'cellular response to salt stress', 'response to water deprivation', 'response to light stimulus', 'nucleus', 'sequence-specific DNA binding', 'nucleus', 'response to cold', 'response to heat', 'DNA-binding transcription factor activity', 'DNA-binding transcription factor activity', 'red or far-red light signaling pathway', 'response to salt stress', 'protein binding', 'DNA-binding transcription factor activity', 'regulation of cell differentiation', 'cytokinin-activated signaling pathway', 'response to osmotic stress', 'response to water deprivation', 'ethylene-activated signaling pathway', 'DNA binding', 'regulation of DNA-templated transcription', 'protein binding', 'nucleus', 'sequence-specific DNA binding', 'transcription cis-regulatory region binding']",6.0,1.2723,0.7731802503453934,1.3841836800729022
23,44,AT1G16130,AT1G79670,44,AT1G16130,wakl2,wakl2,26.0,28.15277865,494.9516159,0.3381,0.267376516,80.56,"['response to chemical', 'other cellular processes', 'response to external stimulus', 'other metabolic processes', 'response to biotic stimulus', 'cell wall', 'response to endogenous stimulus', 'kinase activity', 'plasma membrane', 'anatomical structure development', 'response to stress', 'signal transduction', 'catalytic activity', 'other binding', 'multicellular organism development', 'carbohydrate binding', 'response to abiotic stimulus', 'transferase activity']","['defense response to fungus', 'calcium ion binding', 'cellular response to oxygen-containing compound', 'cell surface receptor signaling pathway', 'systemic acquired resistance', 'plant-type cell wall', 'protein serine/threonine kinase activity', 'polysaccharide binding', 'regulation of defense response', 'response to molecule of bacterial origin', 'plasma membrane', 'cellular response to organic substance', 'response to abscisic acid', 'plasma membrane', 'signal transduction', 'response to osmotic stress', 'response to salicylic acid', 'response to inorganic substance', 'protein autophosphorylation', 'leaf senescence', 'kinase activity', 'defense response to bacterium']",44,AT1G16130,AT1G79670,44,AT1G79670,rfo1,"rfo1,wakl22",26.0,79.5504278,339.5187091,1.1595,0.19724019,67.37,"['other cellular processes', 'other metabolic processes', 'response to external stimulus', 'response to biotic stimulus', 'plasma membrane', 'kinase activity', 'signal transduction', 'carbohydrate binding', 'chloroplast']","['chloroplast', 'plasma membrane', 'polysaccharide binding', 'cell surface receptor signaling pathway', 'response to fungus', 'kinase activity', 'protein phosphorylation']",26.0,,0.35389851982669035,1.45780365745388
24,49,AT3G21650,AT4G15410,49,AT3G21650,AT3G21650,at3g21650,9.0,180.7591156,432.9403591,0.8496,0.096869115,80.11,"['other cellular processes', 'enzyme regulator activity', 'response to chemical', 'response to external stimulus', 'cell communication', 'response to endogenous stimulus', 'response to biotic stimulus', 'other cellular components', 'signal transduction', 'response to stress', 'cytosol', 'nucleus', 'mitochondrion']","['mitochondrion', 'nucleus', 'cytosol', 'protein phosphatase type 2A complex', 'protein phosphatase regulator activity', 'negative regulation of brassinosteroid mediated signaling pathway', 'nucleus', 'negative regulation of innate immune response', 'response to photooxidative stress']",49,AT3G21650,AT4G15410,49,AT4G15410,pux5,pux5,4.0,164.2770751,566.0050489,1.9956,0.146121467,58.25,"['other cellular processes', 'catabolic process', 'other metabolic processes', 'protein binding', 'protein metabolic process', 'cytosol', 'nucleus', 'cellular component organization']","['cytosol', 'autophagosome assembly', 'nucleus', 'membrane fusion', 'nucleus', 'cytosol', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'cytosol', 'Golgi organization', 'nuclear membrane reassembly', 'protein binding', 'ATPase binding', 'ubiquitin binding']",,,1.1003307399402318,0.7649054720296153
25,50,AT4G26930,AT5G55020,50,AT4G26930,AT4G26930,at4g26930,126.0,3.515108261,947.5113547,1.364,0.190249267,88.03,"['other cellular processes', 'other metabolic processes', 'cell growth', 'reproduction', 'pollination', 'DNA-binding transcription factor activity', 'anatomical structure development', 'other cellular components', 'multicellular organism development', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'nucleus', 'growth', 'cellular component organization', 'cell differentiation']","['regulation of gene expression', 'regulation of DNA-templated transcription', 'positive regulation of DNA-templated transcription', 'pollen sperm cell differentiation', 'DNA-binding transcription factor activity', 'nucleus', 'regulation of pollen tube growth', 'pollen tube', 'DNA-binding transcription factor activity', 'regulation of pollen tube growth', 'pollen sperm cell differentiation', 'nucleus', 'nucleus']",50,AT4G26930,AT5G55020,50,AT5G55020,atmyb120,"atmyb120,myb120",126.0,5.596723694,89.70838467,1.364,0.190249267,88.24,"['cellular component organization', 'other cellular processes', 'other metabolic processes', 'reproduction', 'pollination', 'other cellular components', 'anatomical structure development', 'DNA-binding transcription factor activity', 'multicellular organism development', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'growth', 'nucleus', 'cell growth', 'cell differentiation']","['regulation of pollen tube growth', 'pollen tube', 'nucleus', 'regulation of gene expression', 'nucleus', 'pollen sperm cell differentiation', 'DNA-binding transcription factor activity', 'positive regulation of DNA-templated transcription', 'pollen sperm cell differentiation', 'pollen tube growth', 'DNA-binding transcription factor activity', 'regulation of pollen tube growth', 'nucleus']",126.0,1.364,0.6280653563027226,10.56212703177637
26,51,AT5G07820,AT5G61260,51,AT5G07820,AT5G07820,at5g07820,2.0,51.00890731,227.9633488,1.5634,0.303057439,59.65,"['response to external stimulus', 'response to biotic stimulus', 'plasma membrane', 'protein binding', 'anatomical structure development', 'response to stress', 'multicellular organism development', 'growth', 'cell differentiation']","['cell differentiation', 'response to bacterium', 'plasma membrane', 'response to fungus', 'tissue development', 'defense response to other organism', 'developmental growth', 'root morphogenesis', 'calmodulin binding']",51,AT5G07820,AT5G61260,51,AT5G61260,AT5G61260,at5g61260,2.0,9.163955233,73.81404987,1.5358,0.308503711,54.01,"['other cellular processes', 'other metabolic processes', 'protein binding', 'biosynthetic process', 'secondary metabolic process', 'nucleus']","['nucleus', 'nucleus', 'aromatic compound biosynthetic process', 'calmodulin binding', 'organic cyclic compound biosynthetic process', 'secondary metabolic process', 'nucleus']",2.0,,5.566254527991757,3.0883463134929596
27,52,AT1G12460,AT1G62950,52,AT1G12460,AT1G12460,at1g12460,227.0,50.25897148,328.1364071,0.7176,0.178790412,77.7,"['nucleotide binding', 'other cellular processes', 'other metabolic processes', 'protein binding', 'kinase activity', 'anatomical structure development', 'cell differentiation', 'catalytic activity', 'other binding', 'chloroplast', 'transferase activity']","['tissue development', 'protein binding', 'cellular component biogenesis', 'ATP binding', 'protein kinase activity', 'kinase activity', 'chloroplast', 'protein serine/threonine kinase activity', 'cell differentiation', 'protein phosphorylation']",52,AT1G12460,AT1G62950,52,AT1G62950,AT1G62950,at1g62950,227.0,43.51955415,125.1846704,0.7176,0.178790412,77.7,"['nucleotide binding', 'other cellular processes', 'other metabolic processes', 'kinase activity', 'plasma membrane', 'anatomical structure development', 'catalytic activity', 'multicellular organism development', 'other binding', 'transferase activity']","['kinase activity', 'protein kinase activity', 'ATP binding', 'protein phosphorylation', 'plasma membrane', 'shoot system development']",227.0,0.7176,1.1548595214641004,2.621218764657945
28,54,AT1G17250,AT1G72300,54,AT1G17250,atrlp3,"atrlp3,rfo2,rlp3",227.0,8.459282171,53.74917225,0.388,0.481701031,71.23,"['response to external stimulus', 'response to biotic stimulus', 'plasma membrane', 'kinase activity', 'anatomical structure development', 'signal transduction', 'catalytic activity', 'response to stress', 'transferase activity']","['meristem maintenance', 'plasma membrane', 'protein kinase activity', 'signal transduction', 'defense response to fungus', 'response to fungus', 'defense response to fungus', 'innate immune response']",54,AT1G17250,AT1G72300,54,AT1G72300,psy1r,psy1r,227.0,103.0949092,458.4079169,0.5889,0.272372219,77.06,"['other cellular processes', 'other metabolic processes', 'other biological processes', 'plasma membrane', 'kinase activity', 'protein binding', 'other membranes', 'catalytic activity', 'anatomical structure development', 'response to stress', 'growth', 'cell growth', 'signaling receptor activity', 'transferase activity']","['peptide receptor activity', 'plasma membrane', 'protein serine/threonine kinase activity', 'transmembrane signaling receptor activity', 'membrane', 'protein binding', 'protein binding', 'unidimensional cell growth', 'protein phosphorylation', 'protein binding', 'identical protein binding', 'regulation of defense response', 'plasma membrane', 'pH reduction', 'response to wounding', 'protein serine/threonine kinase activity']",227.0,,0.0820533451810829,0.11725184114070436
29,56,AT2G25520,AT4G32390,56,AT2G25520,AT2G25520,at2g25520,16.0,1275.018372,6157.982662,0.9284,0.043515726,92.86,"['vacuole', 'other metabolic processes', 'Golgi apparatus', 'endosome', 'transporter activity', 'anatomical structure development', 'other intracellular components', 'multicellular organism development', 'biosynthetic process', 'growth']","['macromolecule biosynthetic process', 'developmental growth', 'organic anion transmembrane transporter activity', 'trans-Golgi network', 'root morphogenesis', 'vacuole', 'antiporter activity', 'Golgi apparatus', 'tissue development', 'endosome', 'Golgi apparatus']",56,AT2G25520,AT4G32390,56,AT4G32390,AT4G32390,at4g32390,16.0,941.2115255,1580.507899,0.9284,0.043515726,90.29,"['endosome', 'Golgi apparatus', 'plasma membrane', 'transporter activity', 'other intracellular components']","['trans-Golgi network', 'Golgi apparatus', 'Golgi trans cisterna', 'antiporter activity', 'plasma membrane', 'endosome', 'Golgi apparatus', 'Golgi apparatus', 'organic anion transmembrane transporter activity']",16.0,0.9284,1.354656564923248,3.896204926211508
30,58,AT3G17770,AT1G48430,58,AT3G17770,AT3G17770,at3g17770,2.0,258.6899101,1291.471615,0.5342,0.145451142,86.56,"['response to chemical', 'other metabolic processes', 'catabolic process', 'carbohydrate metabolic process', 'response to biotic stimulus', 'cell communication', 'tropism', 'anatomical structure development', 'signal transduction', 'cytoplasm', 'response to abiotic stimulus', 'response to external stimulus', 'response to stress', 'cytosol', 'other biological processes', 'kinase activity', 'biosynthetic process', 'transferase activity', 'other cellular processes', 'response to endogenous stimulus', 'multicellular organism development', 'nucleobase-containing compound metabolic process']","['response to abscisic acid', 'hormone-mediated signaling pathway', 'leaf senescence', 'regulation of defense response', 'response to jasmonic acid', 'cytosol', 'response to salt stress', 'organic cyclic compound catabolic process', 'regulation of developmental process', 'salicylic acid mediated signaling pathway', 'monocarboxylic acid metabolic process', 'cellular response to lipid', 'response to water deprivation', 'glycerone kinase activity', 'cytoplasm', 'defense response to fungus', 'cellular catabolic process', 'inorganic ion homeostasis', 'organonitrogen compound catabolic process', 'glycerol catabolic process', 'regulation of signal transduction', 'regulation of gene expression', 'response to wounding', 'defense response to bacterium', 'negative regulation of biosynthetic process', 'tropism', 'regulation of RNA biosynthetic process', 'response to abscisic acid', 'hormone-mediated signaling pathway', 'leaf senescence', 'regulation of defense response', 'response to jasmonic acid', 'cytosol', 'response to salt stress', 'organic cyclic compound catabolic process', 'regulation of developmental process', 'salicylic acid mediated signaling pathway', 'monocarboxylic acid metabolic process', 'cellular response to lipid', 'response to water deprivation', 'glycerone kinase activity', 'cytoplasm', 'defense response to fungus', 'cellular catabolic process', 'inorganic ion homeostasis', 'organonitrogen compound catabolic process', 'glycerol catabolic process', 'regulation of signal transduction', 'regulation of gene expression', 'response to wounding', 'defense response to bacterium', 'negative regulation of biosynthetic process', 'tropism', 'regulation of RNA biosynthetic process']",58,AT3G17770,AT1G48430,58,AT1G48430,AT1G48430,at1g48430,2.0,140.1923305,339.5025544,0.5342,0.145451142,86.56,"['other cellular processes', 'catabolic process', 'carbohydrate metabolic process', 'other metabolic processes', 'kinase activity', 'cytoplasm', 'cytosol', 'transferase activity']","['cytoplasm', 'glycerol catabolic process', 'cytoplasm', 'glycerone kinase activity', 'cytosol', 'cytoplasm', 'glycerol catabolic process', 'cytoplasm', 'glycerone kinase activity', 'cytosol']",2.0,0.5342,1.8452500873434017,3.8040114816879855
