locus|CommonName
AT1G17460|TRFL3
AT1G17470|ATDRG,ATDRG1,DRG1
AT1G17480|IQD7
AT1G17530|ATTIM23-1,TIM23-1
AT1G17550|AtHAB2,HAB2
AT1G17560|HLL
AT1G17580|ATMYA1,MYA1,XI-1
AT1G17590|NF-YA8
AT1G17610|CHS1
AT1G17650|AtGLYR2,GLYR2,GR2
AT1G17690|NOF1
AT1G17700|PRA1.F1
AT1G17710|AtPEPC1,PEPC1
AT1G17720|ATB
AT1G17730|CHMP1B,VPS46.1
AT1G17745|PGDH,PGDH2
AT1G17750|AtPEPR2,PEPR2
AT1G17760|ATCSTF77,CSTF77
AT1G17800|AtENODL22,ENODL22
AT1G17810|BETA-TIP
AT1G17840|ABCG11,AtABCG11,ATWBC11,COF1,DSO,WBC11
AT1G17870|ATEGY3,EGY3
AT1G17880|ATBTF3,BTF3
AT1G17890|GER2
AT1G17920|HDG12
AT1G17930|MAIN
AT1G17950|ATMYB52,BW52,MYB52
AT1G17980|PAPS1
AT1G18040|AT;CDCKD;3,CAK2AT,CDKD1;3
AT1G18080|ATARCA,RACK1A,RACK1A_AT
AT1G18100|E12A11,MFT
AT1G18140|ATLAC1,LAC1
AT1G18150|ATMPK8,MPK8
AT1G18190|GC2
AT1G18200|AtRABA6b,RABA6b
AT1G18250|ATLP-1
AT1G18260|EBS5,HRD3A
AT1G18280|LTPG3
AT1G18300|atnudt4,NUDT4
AT1G18330|EPR1,RVE7
AT1G18350|ATMKK7,BUD1,MKK7
AT1G18370|ATNACK1,HIK,NACK1
AT1G18400|BEE1
AT1G18450|ARP4,ATARP4
AT1G18480|AtSLP2,SLP2
AT1G18500|IPMS1,MAML-4
AT1G18510|TET16
AT1G18520|TET11
AT1G18570|AtMYB51,BW51A,BW51B,HIG1,MYB51
AT1G18580|GAUT11
AT1G18590|ATSOT17,ATST5C,SOT17
AT1G18600|AtPARL,ATRBL12,PARL,RBL12
AT1G18620|TRM3
AT1G18630|GR-RBP6
AT1G18640|PSP,PSP1
AT1G18650|PDCB3
AT1G18670|IBS1
AT1G18690|XXT4
AT1G18710|AtMYB47,MYB47
AT1G18730|NDF6,PnsB4
AT1G18750|AGL65
AT1G18790|AtRKD1,RKD1,URP5
AT1G18800|NRP2
AT1G18830|SEC31A
AT1G18835|MIF3
AT1G18840|IQD30
AT1G18860|ATWRKY61,WRKY61
AT1G18870|ATICS2,ICS2
AT1G18880|AtNPF2.9,NPF2.9,NRT1.9
AT1G18890|ATCDPK1,AtCPK10,CDPK1,CPK10
AT1G18970|GLP4
AT1G19050|ARR7
AT1G19080|PSF3,TTN10
AT1G19100|AtMORC6,DMS11,MORC6
AT1G19120|LSM1A
AT1G19150|LHCA2*1,Lhca6
AT1G19180|AtJAZ1,JAZ1,TIFY10A
AT1G19220|ARF11,ARF19,IAA22
AT1G19250|FMO1
AT1G19270|DA1
AT1G19300|ATGATL1,GATL1,GLZ1,PARVUS
AT1G19350|BES1,BZR2
AT1G19360|RRA3
AT1G19440|KCS4
AT1G19510|ATRL5,RL5,RSM4
AT1G19520|NFD5
AT1G19570|ATDHAR1,DHAR1,DHAR5
AT1G19580|GAMMA
AT1G19610|LCR78,PDF1.4
AT1G19630|CYP722A1
AT1G19640|JMT
AT1G19660|AtBBD2,BBD2
AT1G19670|ATCLH1,ATHCOR1,CLH1,CORI1
AT1G19700|BEL10,BLH10
AT1G19730|ATH4,ATTRX4
AT1G19770|ATPUP14,PUP14
AT1G19780|ATCNGC8,CNGC8
AT1G19790|SRS7
AT1G19800|ABCI14,TGD1
AT1G19830|SAUR54
AT1G19840|SAUR53
AT1G19850|ARF5,IAA24,MP
AT1G19870|iqd32
AT1G19910|ATVHA-C2,AVA-2PE,AVA-P2
AT1G19920|APS2,ASA1
AT1G19940|AtGH9B5,GH9B5
AT1G19950|HVA22H
AT1G20010|TUB5
AT1G20020|ATLFNR2,FNR2,LFNR2
AT1G20050|HYD1,MAD4
AT1G20080|ATSYTB,NTMC2T1.2,NTMC2TYPE1.2,SYT2,SYTB
AT1G20090|ARAC4,ATRAC4,ATROP2,ROP2
AT1G20140|ASK4,SK4
AT1G20160|ATSBT5.2
AT1G20190|ATEXP11,ATEXPA11,ATHEXP,EXP11,EXPA11
AT1G20200|EMB2719,HAP15
AT1G20260|AtVAB3,VAB3
AT1G20330|CVP1,FRL1,SMT2
AT1G20340|DRT112,PETE2
AT1G20350|ATTIM17-1,TIM17-1
AT1G20440|AtCOR47,COR47,RD17
AT1G20450|ERD10,LTI29,LTI45
AT1G20470|SAUR60
AT1G20510|OPCL1
AT1G20560|AAE1
AT1G20575|DPMS1
AT1G20610|CYCB2;3
AT1G20620|ATCAT3,CAT3,SEN2
AT1G20630|CAT1
AT1G20640|NLP4
AT1G20650|ASG5
AT1G20693|HMG,HMGB2,NFD02,NFD2
AT1G20696|HMGB3,NFD03,NFD3
AT1G20700|ATWOX14,WOX14
AT1G20710|WOX10,WOX13B
AT1G20780|ATPUB44,PUB44,SAUL1
AT1G20830|MCD1
AT1G20840|AtTMT1,TMT1
AT1G20850|XCP2
AT1G20860|PHT1;8
AT1G20900|AHL27,ESC,ORE7
AT1G20920|RCF1
AT1G20930|CDKB2;2
AT1G20960|emb1507
AT1G20980|ATSPL14,FBR6,SPL14,SPL1R2
AT1G21100|IGMT1
AT1G21110|IGMT3
AT1G21120|IGMT2
AT1G21130|IGMT4
AT1G21170|SEC5B
AT1G21190|LSM3A
AT1G21210|WAK4
AT1G21230|WAK5
AT1G21240|WAK3
AT1G21250|AtWAK1,PRO25,WAK1
AT1G21270|WAK2
AT1G21310|ATEXT3,EXT3,RSH
AT1G21360|GLTP2
AT1G21390|emb2170
AT1G21410|SKP2A
AT1G21450|SCL1
AT1G21460|AtSWEET1,SWEET1
AT1G21600|PTAC6
AT1G21620|APUM20,PUM20
AT1G21640|ATNADK2,NADK2
AT1G21650|SECA2
AT1G21690|EMB1968,RFC4
AT1G21700|ATSWI3C,CHB4,SWI3C
AT1G21710|ATOGG1,OGG1
AT1G21720|PBC1
AT1G21750|ATPDI5,ATPDIL1-1,PDI5,PDIL1-1
AT1G21760|ATFBP7,FBP7
AT1G21840|UREF
AT1G21850|sks8
AT1G21870|GONST5
AT1G21880|LYM1,LYP2
AT1G21890|UMAMIT19
AT1G21900|p24delta5
AT1G21910|DREB26
AT1G21980|ATPIP5K1,ATPIPK1,PIP5K1
AT1G22020|SHM6
AT1G22050|MUB6
AT1G22070|TGA3
AT1G22090|emb2204
AT1G22130|AGL104
AT1G22150|SULTR1;3
AT1G22190|RAP2.4
AT1G22220|AUF2
AT1G22240|APUM8,PUM8
AT1G22260|AtZYP1a,ZYP1,ZYP1a
AT1G22275|ZYP1,ZYP1b
AT1G22280|PAPP2C
AT1G22300|14-3-3EPSILON,GF14,GRF10
AT1G22310|ATMBD8,MBD8
AT1G22340|AtUGT85A7,UGT85A7
AT1G22360|AtUGT85A2,UGT85A2
AT1G22370|AtUGT85A5,UGT85A5
AT1G22380|AtUGT85A3,UGT85A3
AT1G22400|ATUGT85A1,UGT85A1
AT1G22450|ATCOX6B2,COX6B
AT1G22500|AtATL15,ATL15
AT1G22530|PATL2
AT1G22590|AGL87
AT1G22620|ATSAC1
AT1G22640|ATMYB3,MYB3
AT1G22650|A/N-InvD
AT1G22710|ATSUC2,SUC2,SUT1
AT1G22740|ATRABG3B,RAB7,RAB75,RABG3B
AT1G22760|PAB3
AT1G22770|FB,GI
AT1G22780|PFL,PFL1,RPS18A
AT1G22840|ATCYTC-A,CYTC-1
AT1G22880|ATCEL5,ATGH9B4,CEL5
AT1G22920|AJH1,CSN5A
AT1G22940|TH1,TH-1,THIE
AT1G22985|CRF7
AT1G22990|HIPP22
AT1G23010|LPR1
AT1G23020|ATFRO3,FRO3
AT1G23060|MDP40
AT1G23080|ATPIN7,PIN7
AT1G23090|AST91,SULTR3;3
AT1G23149|CPuORF29
AT1G23190|PGM3
AT1G23210|AtGH9B6,GH9B6
AT1G23260|MMZ1,UEV1A
AT1G23290|RPL27A,RPL27AB
AT1G23310|AOAT1,GGAT1,GGT1
AT1G23320|TAR1
AT1G23360|MENG
AT1G23380|KNAT6,KNAT6L,KNAT6S
AT1G23400|ATCAF2,CAF2
AT1G23480|ATCSLA03,ATCSLA3,CSLA03,CSLA3
AT1G23490|ARF1,ATARF,ATARF1,ATARFA1A
AT1G23540|AtPERK12,IGI1,PERK12
AT1G23550|SRO2
AT1G23730|ATBCA3,BCA3
AT1G23740|AOR
AT1G23760|JP630,PG3
AT1G23800|ALDH2B,ALDH2B7
AT1G23820|SPDS1
AT1G23860|At-RSZ21,RSZ21,RSZP21,SRZ21,SRZ-21
AT1G23870|ATTPS9,TPS9
AT1G23900|GAMMA-ADAPTIN,Gamma-ADR
AT1G24020|MLP423
AT1G24070|ATCSLA10,CSLA10
AT1G24100|UGT74B1
AT1G24120|ARL1
AT1G24150|ATFH4,FH4
AT1G24170|GATL8,LGT9
AT1G24180|IAR4
AT1G24190|ATSIN3,SIN3,SNL3
AT1G24260|AGL9,SEP3
AT1G24280|G6PD3
AT1G24340|EMB2421,EMB260
AT1G24400|AATL2,ATLHT2,LHT2
AT1G24450|NFD2
AT1G24460|TNO1
AT1G24470|ATKCR2,KCR2
AT1G24490|ALB4,ARTEMIS
AT1G24520|BCP1
AT1G24625|ZFP7
AT1G24706|AtTHO2,EMB2793,THO2
AT1G24764|ATMAP70-2,MAP70-2
AT1G24793|AtLpxC1,LpxC1
AT1G24880|AtLpxC2,LpxC2
AT1G25054|AtLpxC3,LpxC3
AT1G25145|AtLpxC4,LpxC4
AT1G25210|AtLpxC5,LpxC5
AT1G25220|ASB1,TRP4,WEI7
AT1G25250|AtIDD16,IDD16
AT1G25280|AtTLP10,TLP10
AT1G25290|ATRBL10,ATRBL7,AtRBL8,RBL10,RBL8
AT1G25350|OVA9
AT1G25380|ATNDT2,NDT2
AT1G25425|CLE43
AT1G25440|BBX15
AT1G25450|CER60,KCS5
AT1G25470|CRF12
AT1G25490|ATB,EER1,RCN1,REGA
AT1G25540|MED25,PFT1
AT1G25560|AtTEM1,EDF1,TEM1
AT1G25580|ANAC008,SOG1
AT1G26110|DCP5
AT1G26120|ICME-LIKE1
AT1G26150|AtPERK10,PERK10
AT1G26210|ATSOFL1,SOFL1
AT1G26230|Cpn60beta4
AT1G26260|CIB5
AT1G26310|AGL10,CAL,CAL1
AT1G26340|ATCB5-A,B5,CB5-A
AT1G26355|SP1L1
AT1G26360|ATMES13,MES13
AT1G26370|RID1
AT1G26440|ATUPS5,UPS5
AT1G26470|SNS1
AT1G26560|BGLU40
AT1G26570|ATUGD1,UGD1
AT1G26600|CLE9
AT1G26630|ATELF5A-2,ELF5A-2,FBR12
AT1G26670|ATVTI12,VTI12,VTI1B
AT1G26700|ATMLO14,MLO14
AT1G26760|ATXR1,SDG35
AT1G26770|ATEXP10,AT-EXP10,ATEXPA10,ATHEXP,EXP10,EXPA10
AT1G26780|AtMYB117,LOF1,MYB117
AT1G26810|GALT1
AT1G26820|RNS3
AT1G26830|ATCUL3,ATCUL3A,CUL3,CUL3A
AT1G26840|ATORC6,ORC6
AT1G26870|ANAC009,FEZ
AT1G26910|RPL10B
AT1G26945|KDR,PRE6
AT1G26960|AtHB23,HB23
AT1G27040|AtNPF4.5,NPF4.5
AT1G27045|ATHB54,HB54
AT1G27130|ATGSTU13,GST12,GSTU13
AT1G27140|ATGSTU14,GST13,GSTU14
AT1G27310|NTF2A
AT1G27320|AHK3,HK3
AT1G27340|LCR
AT1G27360|SPL11
AT1G27370|SPL10
AT1G27380|RIC2
AT1G27390|TOM20-2
AT1G27440|ATGUT1,GUT2,IRX10
AT1G27450|APT1,ATAPT1
AT1G27460|NPGR1
AT1G27500|KLCR3
AT1G27510|EX2
AT1G27600|I9H,IRX9-L
AT1G27630|CYCT1;3
AT1G27650|ATU2AF35A
AT1G27680|APL2
AT1G27720|TAF4,TAF4B
AT1G27730|STZ,ZAT10
AT1G27760|ATSAT32,SAT32
AT1G27770|ACA1,PEA1
AT1G27840|ATCSA-1
AT1G27910|ATPUB45,PUB45
AT1G27920|MAP65-8
AT1G27940|ABCB13,PGP13
AT1G27950|LTPG1
AT1G27960|ECT9
AT1G27970|NTF2B
AT1G27980|ATDPL1,DPL1
AT1G28010|ABCB14,ATABCB14,MDR12,PGP14
AT1G28050|BBX13
AT1G28110|SCPL45
AT1G28130|GH3.17
AT1G28200|FIP1
AT1G28210|ATJ1
AT1G28220|ATPUP3,PUP3
AT1G28230|ATPUP1,PUP1
AT1G28270|AtRALF4,RALFL4
AT1G28290|AGP31
AT1G28300|LEC2
AT1G28320|DEG15
AT1G28330|AtDRM1,DRM1,DYL1
AT1G28335|LCR31
AT1G28340|AtRLP4,RLP4
AT1G28360|ATERF12,ERF12
AT1G28370|ATERF11,ERF11
AT1G28380|NSL1
AT1G28420|HB-1,RLT1
AT1G28430|CYP705A24
AT1G28440|HSL1
AT1G28450|AGL58
AT1G28470|ANAC010,NAC010,SND3
AT1G28480|GRX480,roxy19
AT1G28490|ATSYP61,OSM1,SYP61
AT1G28520|ATVOZ1,VOZ1
AT1G28550|AtRABA1i,RABA1i
AT1G28560|SRD2
AT1G28670|ARAB-1
AT1G28960|ATNUDT15,ATNUDX15,NUDX15
AT1G29010|TIE3
AT1G29050|TBL38
AT1G29120|UP9
AT1G29150|ATS9,RPN6
AT1G29170|ATSCAR3,SCAR3,WAVE2
AT1G29230|ATCIPK18,ATWL1,CIPK18,SnRK3.20,WL1
AT1G29260|ATPEX7,PEX7
AT1G29280|ATWRKY65,WRKY65
AT1G29300|UNE1
AT1G29330|AERD2,ATERD2,ERD2
AT1G29340|ATPUB17,PUB17
AT1G29390|COR314-TM2,COR413IM2
AT1G29395|COR413IM1,COR413-TM1,COR414-TM1
AT1G29400|AML5,ML5
AT1G29410|PAI3
AT1G29420|SAUR61
AT1G29430|SAUR62
AT1G29440|SAUR63
AT1G29450|SAUR64
AT1G29460|SAUR65
AT1G29490|SAUR68
AT1G29500|SAUR66
AT1G29510|SAUR67
AT1G29590|eIF4E3
AT1G29690|CAD1
AT1G29750|RKF1
AT1G29860|ATWRKY71,WRKY71
AT1G29890|RWA4
AT1G29900|CARB,VEN3
AT1G29910|AB180,CAB3,LHCB1.2
AT1G29920|AB165,CAB2,LHCB1.1
AT1G29930|AB140,CAB1,CAB140,LHCB1.3
AT1G29940|NRPA2
AT1G29951|CPuORF35
AT1G29962|AGL64
AT1G29970|RPL18AA
AT1G29990|PFD6
AT1G30000|MNS3
AT1G30010|nMAT1
AT1G30040|ATGA2OX2,GA2OX2
AT1G30100|ATNCED5,NCED5
AT1G30110|ATNUDX25,NUDX25
AT1G30120|PDH-E1
AT1G30135|JAZ8,TIFY5A
AT1G30210|ATTCP24,TCP24
AT1G30220|ATINT2,INT2
AT1G30230|eEF-1Bb1,EF1Bb
AT1G30270|ATCIPK23,CIPK23,LKS1,PKS17,SnRK3.23
AT1G30330|ARF6
AT1G30360|ERD4
AT1G30370|DLAH
AT1G30380|PSAK
AT1G30400|ABCC1,ATABCC1,ATMRP1,EST1,MRP1
AT1G30410|ABCC12,ATMRP13,MRP13
AT1G30420|ABCC11,ATMRP12,MRP12
AT1G30450|ATCCC1,CCC1,HAP5
AT1G30460|ATCPSF30,CPSF30
AT1G30480|DRT111
AT1G30490|ATHB9,PHV
AT1G30500|NF-YA7
AT1G30510|ATRFNR2,RFNR2
AT1G30520|AAE14
AT1G30530|UGT78D1
AT1G30570|HERK2
AT1G30610|EMB2279,EMB88
AT1G30620|HSR8,MUR4,UXE1
AT1G30650|AR411,ATWRKY14,WRKY14
AT1G30810|JMJ18
AT1G30825|ARPC2A,DIS2
AT1G30840|ATPUP4,PUP4
AT1G30850|RSH4
AT1G30900|BP80-3;3,VSR3;3,VSR6
AT1G30970|SUF4
AT1G31010|OSB4
AT1G31020|ATO2,TO2
AT1G31070|GlcNAc1pUT1
AT1G31120|KUP10
AT1G31160|HINT
AT1G31170|ATSRX,SRX
AT1G31180|ATIMD3,IMD3,IPMDH1
AT1G31190|IMPL1
AT1G31200|ATPP2-A9,PP2-A9
AT1G31230|AK-HSDH
AT1G31280|AGO2,AtAGO2
AT1G31290|AGO3
AT1G31320|LBD4
AT1G31330|PSAF
AT1G31340|ATRUB1,NEDD8,RUB1
AT1G31350|KUF1
AT1G31360|ATRECQ2,MED34,RECQL2
AT1G31410|ENF2
AT1G31420|FEI1
AT1G31470|NFD4
AT1G31480|SGR2
AT1G31580|CXC750,ECS1
AT1G31600|AtTRM9,TRM9
AT1G31640|AGL92
AT1G31650|ATROPGEF14,ROPGEF14
AT1G31660|atENP1,ENP1
AT1G31740|BGAL15
AT1G31770|ABCG14
AT1G31800|CYP97A3,LUT5
AT1G31810|AFH14
AT1G31812|ACBP,ACBP6
AT1G31814|FRL2
AT1G31817|NFD3
AT1G31820|PUT1
AT1G31830|PUT2
AT1G31860|AT-IE,HISN2
AT1G31880|BRX,NLM9
AT1G31885|NIP3;1
AT1G31930|XLG3
AT1G31970|STRS1
AT1G32050|AtSCAMP5,SCAMP5
AT1G32060|PRK
AT1G32070|ATNSI,NSI
AT1G32080|AtLrgB,LrgB
AT1G32100|ATPRR1,PRR1
AT1G32130|ATIWS1,HNI9,IWS1
AT1G32150|AtbZIP68,bZIP68
AT1G32170|XTH30,XTR4
AT1G32180|ATCSLD6,CSLD6
AT1G32200|ACT1,ATS1
AT1G32210|ATDAD1
AT1G32230|ATP8,AtRCD1,CEO,CEO1,RCD1
AT1G32240|KAN2
AT1G32270|ATSYP24,SYP24
AT1G32310|SAMBA
AT1G32320|ATMKK10,MKK10
AT1G32330|ATHSFA1D,HSFA1D
AT1G32340|NHL8
AT1G32350|AOX1D
AT1G32361|ATL1F
AT1G32370|TOM2B,TTM1
AT1G32380|PRS2
AT1G32400|TOM2A
AT1G32440|PKp3
AT1G32450|AtNPF7.3,NPF7.3,NRT1.5
AT1G32480|IDH-IV
AT1G32490|EMB2733,ESP3
AT1G32500|ABCI7,ATNAP6,NAP6
AT1G32510|ANAC011,NAC011
AT1G32540|LOL1
AT1G32550|FdC2
AT1G32560|AtLEA4-1,LEA4-1
AT1G32640|ATMYC2,JAI1,JIN1,MYC2,RD22BP1,ZBF1
AT1G32750|GTD1,HAC13,HAF01,HAF1,TAF1
AT1G32770|ANAC012,NAC012,NST3,SND1
AT1G32790|CID11
AT1G32850|UBP11
AT1G32870|ANAC013,ANAC13,NAC13
AT1G32900|GBSS1
AT1G32930|AtGALT31A,GALT31A
AT1G32940|ATSBT3.5,SBT3.5
AT1G32960|ATSBT3.3,SBT3.3
AT1G32990|PRPL11
AT1G33040|NACA5
AT1G33060|ANAC014,NAC014
AT1G33140|PGY2
AT1G33240|ATGTL1,AT-GTL1,GTL1
AT1G33390|ATFAS4,FAS4
AT1G33400|TPR9
AT1G33410|ATNUP160,NUP160,SAR1
AT1G33440|AtNPF4.4,NPF4.4
AT1G33520|MOS2
AT1G33540|scpl18
AT1G33560|ADR1
AT1G33720|CYP76C6
AT1G33730|CYP76C5
AT1G33800|AtGXMT1,GXM1,GXMT1
AT1G33960|AIG1
AT1G33980|ATUPF3,UPF3
AT1G33990|ATMES14,MES14
AT1G34000|OHP2
AT1G34065|SAMC2
AT1G34120|AT5P1,AT5PTASE1,ATIP5PI,IP5PI
AT1G34130|STT3B
AT1G34180|anac016,NAC016
AT1G34190|anac017,NAC017
AT1G34210|ATSERK2,SERK2
AT1G34245|EPF2
AT1G34260|FAB1D
AT1G34355|ATPS1,PS1
AT1G34370|AtSTOP1,STOP1
AT1G34430|EMB3003
AT1G34460|CYC3,CYCB1;5
AT1G34540|CYP94D1
AT1G34550|EMB2756
AT1G34670|AtMYB93,MYB93
AT1G34760|GF14,GRF11,RHS5
AT1G34780|APRL4,ATAPRL4
AT1G35140|EXL1,PHI-1
AT1G35160|14-3-3PHI,GF14,GRF4
AT1G35230|AGP5
AT1G35240|ARF20
AT1G35260|MLP165
AT1G35290|ALT1
AT1G35310|MLP168
AT1G35460|FBH1
AT1G35470|RanBPM
AT1G35515|HOS10,MYB8
AT1G35530|At-FANCM,FANCM
AT1G35560|AtTCP23,TCP23
AT1G35580|A/N-InvG,CINV1
AT1G35620|ATPDI8,ATPDIL5-2,PDI8,PDIL5-2
AT1G35670|ATCDPK2,ATCPK11,CDPK2,CPK11
AT1G35680|RPL21C
AT1G35720|ANN1,ANNAT1,AtANN1,ATOXY5,OXY5
AT1G35730|APUM9,PUM9
AT1G35750|APUM10,PUM10
AT1G35910|TPPD
AT1G36160|ACC1,AT-ACC1,EMB22,GK,GSD1,PAS3,SFR3
AT1G36180|ACC2
AT1G36340|UBC31
AT1G36370|SHM7
AT1G36732|CPuORF19
AT1G37130|ATNR2,B29,CHL3,NIA2,NIA2-1,NR,NR2
AT1G37140|MCT1
AT1G37150|HCS2
AT1G41830|SKS6
AT1G42540|ATGLR3.3,GLR3.3
AT1G42550|PMI1
AT1G42560|ATMLO9,MLO9
AT1G42970|GAPB
AT1G42990|ATBZIP60,BZIP60
AT1G43040|SAUR58
AT1G43130|LCV2
AT1G43160|RAP2.6
AT1G43170|ARP1,emb2207,RP1,RPL3A
AT1G43190|PTB3
AT1G43560|Aty2,ty2
AT1G43620|TT15,UGT80B1
AT1G43640|AtTLP5,TLP5
AT1G43650|UMAMIT22
AT1G43670|AtcFBP,FBP,FINS1
AT1G43700|SUE3,VIP1
AT1G43710|ATSDC1,EMB1075,SDC1
AT1G43790|TED6
AT1G43800|FTM1,SAD6
AT1G43850|SEU
AT1G43890|ATRAB18,ATRABC1,ATRAB-C1,RAB18,RAB18-1,RABC1
AT1G44090|ATGA20OX5,GA20OX5
AT1G44100|AAP5
AT1G44110|CYCA1;1
AT1G44120|CSI2
AT1G44170|ALDH3H1,ALDH4
AT1G44350|ILL6
AT1G44446|ATCAO,CAO,CH1
AT1G44575|CP22,NPQ4,PSBS
AT1G44750|ATPUP11,PUP11
AT1G44800|SIAR1,UMAMIT18
AT1G44900|ATMCM2,MCM2
AT1G44910|ATPRP40A,PRP40A
AT1G44980|ATPME7,PME7
AT1G45050|ATUBC2-1,UBC15
AT1G45130|AtBGAL5,BGAL5
AT1G45145|ATH5,ATTRX5,LIV1,TRX5,TRX-h5
AT1G45191|BGLU1
AT1G45201|ATTLL1,TLL1
AT1G45233|AtTHO5,THO5
AT1G45249|ABF2,AREB1,AtABF2,ATAREB1
AT1G45474|Lhca5
AT1G45616|AtRLP6,RLP6
AT1G45976|SBP1
AT1G46264|AT-HSFB4,HSFB4,SCZ
AT1G46480|WOX4
AT1G46768|RAP2.1
AT1G47056|VFB1
AT1G47128|RD21,RD21A
AT1G47200|WPP2
AT1G47210|CYCA3;2
AT1G47220|CYCA3;3
AT1G47230|CYCA3;4
AT1G47240|ATNRAMP2,NRAMP2
AT1G47250|PAF2
AT1G47260|APFI,GAMMA
AT1G47270|AtTLP6,TLP6
AT1G47290|3BETAHSD/D1,AT3BETAHSD/D1
AT1G47420|SDH5
AT1G47490|ATRBP47C,RBP47C
AT1G47500|ATRBP47C',RBP47C'
AT1G47510|5PTASE11,AT5PTASE11
AT1G47550|SEC3A
AT1G47560|SEC3B
AT1G47580|DYW1
AT1G47603|ATPUP19,PUP19
AT1G47620|CYP96A8
AT1G47710|AtSERPIN1,SERPIN1
AT1G47720|OSB1
AT1G47750|PEX11A
AT1G47760|AGL102
AT1G47840|HXK3
AT1G47870|ATE2F2,ATE2FC,E2FC
AT1G47890|AtRLP7,RLP7
AT1G47960|ATC/VIF1,C/VIF1
AT1G48000|AtMYB112,MYB112
AT1G48020|ATPMEI1,PMEI1
AT1G48030|mtLPD1
AT1G48050|ATKU80,KU80
AT1G48110|ECT7
AT1G48130|ATPER1,PER1
AT1G48140|DPMS3
AT1G48175|emb2191,TAD1
AT1G48240|ATNPSN12,NPSN12
AT1G48260|CIPK17,SnRK3.21
AT1G48270|GCR1
AT1G48300|DGAT3
AT1G48310|CHA18,CHR18
AT1G48320|DHNAT1
AT1G48350|EMB3105
AT1G48370|YSL8
AT1G48380|HYP7,RHL1
AT1G48410|AGO1,AtAGO1,ICU9
AT1G48420|ACD1,ATACD1,AtDCD,DCD,D-CDES
AT1G48470|GLN1;5
AT1G48480|RKL1
AT1G48500|AtJAZ4,JAZ4,TIFY6A
AT1G48520|GATB
AT1G48600|AtPMEAMT,PMEAMT
AT1G48605|ATHAL3B,HAL3,HAL3B
AT1G48620|HON5
AT1G48630|RACK1B,RACK1B_AT
AT1G48635|PEX3,PEX3-2
AT1G48760|delta-ADR,PAT4
AT1G48790|AMSH1
AT1G48850|EMB1144
AT1G48880|TBL7
AT1G48910|YUC10
AT1G48920|ATNUC-L1,NUC-L1,PARL1
AT1G48930|AtGH9C1,GH9C1
AT1G48940|AtENODL6,ENODL6
AT1G49005|CLE11
AT1G49040|SCD1
AT1G49120|CRF9
AT1G49130|BBX17
AT1G49160|WNK7
AT1G49230|AtATL78,ATL78
AT1G49240|ACT8,FIZ1
AT1G49270|AtPERK7,PERK7
AT1G49300|ATRAB7,ATRABG3E,RABG3E
AT1G49320|ATUSPL1,USPL1
AT1G49340|ATPI4K
AT1G49400|emb1129
AT1G49410|TOM6
AT1G49430|LACS2,LRD2
AT1G49480|RTV1
AT1G49510|emb1273
AT1G49530|GGPS6
AT1G49540|AtELP2,ELP2
AT1G49590|ZOP1
AT1G49600|ATRBP47A,RBP47A
AT1G49620|AtKRP7,ICK5,ICN6,KRP7
AT1G49630|ATPREP2,PREP2
AT1G49660|AtCXE5,CXE5
AT1G49670|NQR
AT1G49710|ATFUT12,FUCT2,FUCTB,FUT12
AT1G49720|ABF1,AtABF1
AT1G49760|PAB8,PABP8
AT1G49780|PUB26
AT1G49810|ATNHD2,NHD2
AT1G49820|ATMTK,MTK,MTK1
AT1G49860|ATGSTF14,GSTF14
AT1G49880|AtErv1,EMB3106,Erv1
AT1G49890|QWRF2
AT1G49910|BUB3.2
AT1G49950|ATTRB1,TRB1
AT1G49970|CLPR1,NCLPP5,SVR2
AT1G50010|TUA2
AT1G50030|TOR
AT1G50170|ATSIRB,SIRB
AT1G50200|ACD,ALATS
AT1G50240|FU
AT1G50250|FTSH1
AT1G50260|NTMC2T5.1,NTMC2TYPE5.1
AT1G50300|TAF15
AT1G50310|ATSTP9,STP9
AT1G50320|ATHX,ATX,THX
AT1G50360|ATVIIIA,VIIIA
AT1G50370|AtFYPP1,FYPP1
AT1G50420|SCL3,SCL-3
AT1G50430|7RED,DWF5,LE,PA,ST7R
AT1G50460|ATHKL1,HKL1
AT1G50480|THFS
AT1G50490|UBC20
AT1G50500|ATVPS53,HIT1,VPS53
AT1G50520|CYP705A27
AT1G50560|CYP705A25
AT1G50600|SCL5
AT1G50610|PRK5
AT1G50640|ATERF3,ERF3
AT1G50700|CPK33
AT1G50710|AUG4
AT1G50840|POLGAMMA2,PolIA
AT1G50900|GDC1,LTD
AT1G50940|ETFALPHA
AT1G50960|ATGA2OX7,GA2OX7
AT1G51060|HTA10
AT1G51070|bHLH115
AT1G51100|CRR41
AT1G51140|AKS1,FBH3
AT1G51150|DEG6,DegP6
AT1G51170|AGC2-3,UCN
AT1G51360|ATDABB1,DABB1
AT1G51390|ATNFU1,NFU5
AT1G51420|ATSPP1,SPP1
AT1G51440|DALL2
AT1G51450|ASH2R,TRO
AT1G51460|ABCG13
AT1G51480|RSG1
AT1G51500|ABCG12,AtABCG12,ATWBC12,CER5,D3,WBC12
AT1G51510|Y14
AT1G51590|MANIB,MNS1
AT1G51600|GATA28,TIFY2A,ZML2
AT1G51630|AtMSR2,MSR2
AT1G51640|ATEXO70G2,EXO70G2
AT1G51660|ATMEK4,ATMKK4,MKK4
